Sentence #,Word,Tag
Sentence: 1,Milly,B-BRAND
Sentence: 1,24,O
Sentence: 1,SLICES,O
Sentence: 1,CHEESE,B-PRODUCT
Sentence: 1,SLICES,I-PRODUCT
Sentence: 1,Net,O
Sentence: 1,Weight,O
Sentence: 1,:,O
Sentence: 1,480,O
Sentence: 1,g,O
Sentence: 1,0.53,O
Sentence: 1,KB,O
Sentence: 1,/,O
Sentence: 1,S,O
Sentence: 1,"""",O
Sentence: 1,Suggested,O
Sentence: 1,Serving,O
Sentence: 1,ony,O
Sentence: 1,26,O
Sentence: 2,SPICED,B-PRODUCT
Sentence: 2,BUTTERMILK,I-PRODUCT
Sentence: 2,9.00,O
Sentence: 2,Ne,O
Sentence: 2,l,O
Sentence: 2,26,O
Sentence: 2,),O
Sentence: 2,2pcs,O
Sentence: 2,Amu,B-BRAND
Sentence: 2,.,I-BRAND
Sentence: 2,(,O
Sentence: 2,1L,O
Sentence: 2,),O
Sentence: 2,MAST,O
Sentence: 2,A5,O
Sentence: 2,MAST,O
Sentence: 2,KB,O
Sentence: 2,/,O
Sentence: 2,S,O
Sentence: 3,Partly,O
Sentence: 3,Skimmed,O
Sentence: 3,Fruit,O
Sentence: 3,Yogurt,B-PRODUCT
Sentence: 3,epigamia,B-BRAND
Sentence: 3,eplgmia,O
Sentence: 3,11.0,O
Sentence: 3,Ne,O
Sentence: 3,l,O
Sentence: 3,25,O
Sentence: 3,),O
Sentence: 3,KB,O
Sentence: 3,/,O
Sentence: 3,S,O
Sentence: 3,HIGH,O
Sentence: 3,PROTEIN,O
Sentence: 3,GREEK,O
Sentence: 3,YOGURT,O
Sentence: 3,alphonso,O
Sentence: 3,mango,O
Sentence: 3,ZERO,O
Sentence: 3,RESERNVATINE,O
Sentence: 4,modeRn,O
Sentence: 4,moder,O
Sentence: 4,DeRn,O
Sentence: 4,Omilk,O
Sentence: 4,plus,O
Sentence: 4,bread,B-PRODUCT
Sentence: 4,W,O
Sentence: 4,'s,O
Sentence: 4,Co,O
Sentence: 4,pach,O
Sentence: 4,is,O
Sentence: 4,pa,O
Sentence: 4,calcium,O
Sentence: 4,power,O
Sentence: 4,of,O
Sentence: 4,2thi,O
Sentence: 4,1alas,O
Sentence: 4,16.0,O
Sentence: 4,Ye,O
Sentence: 4,l,O
Sentence: 4,25,O
Sentence: 4,KB,O
Sentence: 4,/,O
Sentence: 4,S,O
Sentence: 5,BAREVR,O
Sentence: 5,2,O
Sentence: 5,iDY,B-BRAND
Sentence: 5,PANEER,B-PRODUCT
Sentence: 5,SOFT,O
Sentence: 5,&,O
Sentence: 5,CREAMYC,O
Sentence: 5,FROM,O
Sentence: 5,NATURAL,O
Sentence: 5,INGREDIENTS,O
Sentence: 5,MADE,O
Sentence: 5,WITH,O
Sentence: 5,LEMON,O
Sentence: 5,CONCENTRATE,O
Sentence: 5,Ã˜,O
Sentence: 5,),O
Sentence: 5,NO,O
Sentence: 5,ADOED,O
Sentence: 5,PRESERVATIVES,O
Sentence: 5,NOT,O
Sentence: 5,SYNTHETIC,O
Sentence: 5,ACIDS,O
Sentence: 5,GCONGITIONSwe,O
Sentence: 5,EEED,O
Sentence: 5,wONOSATURATO,O
Sentence: 5,FATTY,O
Sentence: 5,ACI,O
Sentence: 5,ANSAA,O
Sentence: 5,YADOS,O
Sentence: 5,THS,O
Sentence: 5,PACK,O
Sentence: 5,CoNTAINS,O
Sentence: 5,4,O
Sentence: 5,SERVINGS,O
Sentence: 5,NUTNTIONAL,O
Sentence: 5,FACTS,O
Sentence: 5,PER,O
Sentence: 5,100,O
Sentence: 5,WPOK,O
Sentence: 5,),O
Sentence: 5,),O
Sentence: 5,PREMIUM,O
Sentence: 5,INGREDIENTS,O
Sentence: 5,D,O
Sentence: 5,OPEy,O
Sentence: 5,754,O
Sentence: 5,OSTOCARE,B-BRAND
Sentence: 5,DETAS,O
Sentence: 5,OFRES,O
Sentence: 5,FO00,O
Sentence: 5,Sie,O
Sentence: 5,AVALA,O
Sentence: 5,VLA,O
Sentence: 5,KASARA,B-PRODUCT
Sentence: 5,NOL,O
Sentence: 5,ATTIELE,O
Sentence: 5,FSSAL,O
Sentence: 5,LIC,O
Sentence: 5,NO,O
Sentence: 5,",",O
Sentence: 5,10021043000120,O
Sentence: 5,Www.oFREO0D,O
Sentence: 5,RESHFOOD.COM,B-BRAND
Sentence: 5,SURVEY,O
Sentence: 5,NO,O
Sentence: 5,.,O
Sentence: 5,21/0,O
Sentence: 5,",",O
Sentence: 5,NCHOLVLAGE,O
Sentence: 5,",",O
Sentence: 5,NEAR,O
Sentence: 5,IOUANEWAL,O
Sentence: 5,FSSAL,O
Sentence: 5,LIC,O
Sentence: 5,.,O
Sentence: 5,NO,O
Sentence: 5,10018022008962,O
Sentence: 5,NET,O
Sentence: 5,QUANTITY,O
Sentence: 5,USE,O
Sentence: 5,BY,O
Sentence: 5,DATE,O
Sentence: 5,ONLOF,O
Sentence: 5,ALL,O
Sentence: 5,TAXES,O
Sentence: 5,12.0,O
Sentence: 5,N,O
Sentence: 5,KB,O
Sentence: 5,/,O
Sentence: 5,S,O
Sentence: 5,200,O
Sentence: 5,o,O
Sentence: 5,Ssai,O
Sentence: 5,A,O
Sentence: 5,),O
Sentence: 5,PASTEURISED,O
Sentence: 5,MILK,O
Sentence: 5,8,O
Sentence: 5,li906020580572,O
Sentence: 5,Lie,O
Sentence: 5,.,O
Sentence: 5,No,O
Sentence: 5,.,O
Sentence: 5,10021043000120,O
Sentence: 5,OTHER,O
Sentence: 5,MADE,O
Sentence: 5,IN,O
Sentence: 5,INDIA,O
Sentence: 5,2Pcs,O
Sentence: 5,25,O
Sentence: 5,(,O
Sentence: 5,200,O
Sentence: 5,g,O
Sentence: 5,),O
Sentence: 5,FANEER,B-PRODUCT
Sentence: 6,SUPER,O
Sentence: 6,SAVER,O
Sentence: 6,PACK,O
Sentence: 6,(,O
Sentence: 6,OBN,O
Sentence: 6,-ZIP,O
Sentence: 6,LOCK,O
Sentence: 6,SINCE,O
Sentence: 6,1906,O
Sentence: 6,*,O
Sentence: 6,CORN,B-PRODUCT
Sentence: 6,FLAKES,I-PRODUCT
Sentence: 6,ORIGINAL,O
Sentence: 6,109,O
Sentence: 6,Ne,O
Sentence: 6,KB,O
Sentence: 6,/,O
Sentence: 6,S,O
Sentence: 6,ENERGYAT,O
Sentence: 6,3,O
Sentence: 6,HOURS,O
Sentence: 6,IRON,O
Sentence: 6,SHAKTI,O
Sentence: 6,25,O
Sentence: 7,GUINOA,B-BRAND
Sentence: 7,Due,O
Sentence: 7,Elementy,O
Sentence: 7,READY,B-PRODUCT
Sentence: 7,-,I-PRODUCT
Sentence: 7,TO,I-PRODUCT
Sentence: 7,-,I-PRODUCT
Sentence: 7,COOK,I-PRODUCT
Sentence: 7,BREAKFAST,I-PRODUCT
Sentence: 7,QUINOA,O
Sentence: 7,GLUTEN,O
Sentence: 7,FREE,O
Sentence: 7,&,O
Sentence: 7,100,O
Sentence: 7,%,O
Sentence: 7,WHOLEGRAIN,O
Sentence: 7,HIGH,O
Sentence: 7,PROTEIN,O
Sentence: 7,|,O
Sentence: 7,HIGH,O
Sentence: 7,FIBRE,O
Sentence: 7,Every,O
Sentence: 7,product,O
Sentence: 7,has,O
Sentence: 7,a,O
Sentence: 7,story,O
Sentence: 7,",",O
Sentence: 7,flip,O
Sentence: 7,to,O
Sentence: 7,know,O
Sentence: 7,ours,O
Sentence: 7,.,O
Sentence: 7,141,O
Sentence: 7,Ye,O
Sentence: 7,KB,O
Sentence: 7,/,O
Sentence: 7,S,O
Sentence: 7,25,O
Sentence: 8,Bagrry,B-PRODUCT
Sentence: 8,'s,I-PRODUCT
Sentence: 8,WITH,I-PRODUCT
Sentence: 8,CRANBERRIES,I-PRODUCT
Sentence: 8,30,O
Sentence: 8,%,O
Sentence: 8,CRUNCHY-,O
Sentence: 8,FRUIT,O
Sentence: 8,&,O
Sentence: 8,NÅ²T,O
Sentence: 8,muesli,O
Sentence: 8,EXOTIC,O
Sentence: 8,FRUITS,O
Sentence: 8,&,O
Sentence: 8,NUTS,O
Sentence: 8,Bagy,O
Sentence: 8,FRUIT,O
Sentence: 8,Ná»¤T,O
Sentence: 8,9,O
Sentence: 8,OTS,O
Sentence: 8,&,O
Sentence: 8,G34,O
Sentence: 8,%,O
Sentence: 8,FIBRE,O
Sentence: 8,RICH,O
Sentence: 8,OATS,O
Sentence: 8,NO,O
Sentence: 8,ADDED,O
Sentence: 8,PRESERVATIVES,O
Sentence: 8,Bagy,O
Sentence: 8,16.0,O
Sentence: 8,50,O
Sentence: 8,KB,O
Sentence: 8,/,O
Sentence: 8,S,O
Sentence: 8,GENDARY,O
Sentence: 8,OF,O
Sentence: 8,LEGEND,O
Sentence: 8,25,O
Sentence: 9,BagÂ«y,O
Sentence: 9,.,O
Sentence: 9,wHEY,B-PRODUCT
Sentence: 9,PROTEIN,I-PRODUCT
Sentence: 9,Bagrry,B-BRAND
Sentence: 9,'s,I-BRAND
Sentence: 9,.,O
Sentence: 9,WHEY,O
Sentence: 9,PROTEIN,O
Sentence: 9,09,O
Sentence: 9,CHOCOLATE,O
Sentence: 9,WITH,O
Sentence: 9,ALMONDS,O
Sentence: 9,ESSSENTIAL,O
Sentence: 9,AMINO,O
Sentence: 9,ACIDS,O
Sentence: 9,STEIN,O
Sentence: 9,.,O
Sentence: 9,muesli,O
Sentence: 9,.,O
Sentence: 9,PER,O
Sentence: 9,SERY,O
Sentence: 9,",",O
Sentence: 9,15,O
Sentence: 9,NO,O
Sentence: 9,ADDED,O
Sentence: 9,PRESERVATIVES,O
Sentence: 9,Bageys,O
Sentence: 9,23.0,O
Sentence: 9,KB,O
Sentence: 9,/,O
Sentence: 9,S,O
Sentence: 9,PROTEIN,B-PRODUCT
Sentence: 9,100,I-PRODUCT
Sentence: 9,%,O
Sentence: 9,WHEY,B-BRAND
Sentence: 9,GOLD,O
Sentence: 9,STANDARD,O
Sentence: 9,50,O
Sentence: 9,GOODNESS,O
Sentence: 9,SLÄ®,O
Sentence: 9,MAS,O
Sentence: 9,25,O
Sentence: 10,ORIGINAL,O
Sentence: 10,MYFITNESS,B-BRAND
Sentence: 10,PEANUT,B-PRODUCT
Sentence: 10,BUTTER,I-PRODUCT
Sentence: 10,pink,O
Sentence: 10,kimalayan,O
Sentence: 10,salt,O
Sentence: 10,100,O
Sentence: 10,Ye,O
Sentence: 10,l,O
Sentence: 10,brown,O
Sentence: 10,sugarCRUNCHY,O
Sentence: 10,KB,O
Sentence: 10,/,O
Sentence: 10,S,O
Sentence: 10,HYFITNESS,O
Sentence: 10,Net,O
Sentence: 10,Weight:510,O
Sentence: 10,g,O
Sentence: 10,Images,O
Sentence: 10,usad,O
Sentence: 10,for,O
Sentence: 10,Ã¤lustrative,O
Sentence: 10,purpese,O
Sentence: 10,only,O
Sentence: 10,www.myfitness.co.in,B-BRAND
Sentence: 10,BUTER,B-PRODUCT
Sentence: 10,25,O
Sentence: 10,2pcs,O
Sentence: 10,(,O
Sentence: 10,510,O
Sentence: 10,g,O
Sentence: 10,),O
Sentence: 10,),O
Sentence: 11,AASHIRVAAD,B-BRAND
Sentence: 11,Qo,O
Sentence: 11,AA,O
Sentence: 11,MONEY'SAVER,O
Sentence: 11,PACK,O
Sentence: 11,A,O
Sentence: 11,Enduring,O
Sentence: 11,Value,O
Sentence: 11,SUPERIOR,O
Sentence: 11,MPAT,O
Sentence: 11,TA,O
Sentence: 11,0,O
Sentence: 11,%,O
Sentence: 11,MAIDA,O
Sentence: 11,IOO%,O
Sentence: 11,ATTA,B-PRODUCT
Sentence: 11,AASHIRVAAD,I-PRODUCT
Sentence: 11,100,O
Sentence: 11,%,O
Sentence: 11,PURE,O
Sentence: 11,&,O
Sentence: 11,NATURAL,O
Sentence: 11,whole,O
Sentence: 11,Wheat,B-PRODUCT
Sentence: 11,KB,I-PRODUCT
Sentence: 11,/,O
Sentence: 11,S,O
Sentence: 11,MONEY,O
Sentence: 11,',O
Sentence: 11,SAVER,O
Sentence: 11,PACK,O
Sentence: 11,FLIP,O
Sentence: 11,PACK,O
Sentence: 11,RECIPES,O
Sentence: 11,HSV9Y,O
Sentence: 11,S,O
Sentence: 11,AINOW,O
Sentence: 11,25,O
Sentence: 12,SUPREME,B-BRAND
Sentence: 12,HARVEST,O
Sentence: 12,URAD,B-PRODUCT
Sentence: 12,WHOLE,I-PRODUCT
Sentence: 12,PULSES,I-PRODUCT
Sentence: 12,1,O
Sentence: 12,kg,O
Sentence: 12,Best,O
Sentence: 12,VALUE,O
Sentence: 12,204,O
Sentence: 12,KB,O
Sentence: 12,/,O
Sentence: 12,S,O
Sentence: 12,Ssai,O
Sentence: 12,Te,O
Sentence: 12,No,O
Sentence: 12,:,O
Sentence: 12,112229990o0173,O
Sentence: 12,25,O
Sentence: 13,INDIA,B-BRAND
Sentence: 13,GATE,I-BRAND
Sentence: 13,BASMATI,B-PRODUCT
Sentence: 13,RICE,I-PRODUCT
Sentence: 13,fcast,O
Sentence: 13,ROzzana,O
Sentence: 13,65.0,O
Sentence: 13,KB,O
Sentence: 13,/,O
Sentence: 13,S,O
Sentence: 13,KRBL,O
Sentence: 13,2pcs,O
Sentence: 13,(,O
Sentence: 13,5,O
Sentence: 13,kg,O
Sentence: 13,),O
Sentence: 13,25,O
Sentence: 14,Fortune,B-BRAND
Sentence: 14,fortune,O
Sentence: 14,fortunefoods.com,O
Sentence: 14,new,O
Sentence: 14,",",O
Sentence: 14,pack,O
Sentence: 14,biryani,O
Sentence: 14,special,O
Sentence: 14,basmati,B-PRODUCT
Sentence: 14,rice,I-PRODUCT
Sentence: 14,146,O
Sentence: 14,KB,O
Sentence: 14,/,O
Sentence: 14,S,O
Sentence: 14,AUM,O
Sentence: 14,G,O
Sentence: 14,extra,O
Sentence: 14,long,O
Sentence: 14,groin,O
Sentence: 14,Not,O
Sentence: 14,Weight,O
Sentence: 14,5,O
Sentence: 14,ko,O
Sentence: 14,at,O
Sentence: 14,25,O
Sentence: 15,8,O
Sentence: 15,G,O
Sentence: 15,...,O
Sentence: 15,Cut,O
Sentence: 15,along,O
Sentence: 15,here,O
Sentence: 15,.,O
Sentence: 15,YEAR,O
Sentence: 15,:,O
Sentence: 15,Aoed,O
Sentence: 15,to,O
Sentence: 15,Perfection,O
Sentence: 15,5,O
Sentence: 15,kg,O
Sentence: 15,net,O
Sentence: 15,weight,O
Sentence: 15,",",O
Sentence: 15,INDA,B-BRAND
Sentence: 15,GATE,I-BRAND
Sentence: 15,BASMATI,B-PRODUCT
Sentence: 15,RICE,I-PRODUCT
Sentence: 15,CLASSIC,O
Sentence: 15,CBasmati,O
Sentence: 15,Beyond,O
Sentence: 15,Compar,O
Sentence: 15,NO1,O
Sentence: 15,KRD,O
Sentence: 15,vaAC,O
Sentence: 15,),O
Sentence: 15,13.0,O
Sentence: 15,e,O
Sentence: 15,l,O
Sentence: 15,KB,O
Sentence: 15,/,O
Sentence: 15,S,O
Sentence: 15,25,O
Sentence: 16,Fold,O
Sentence: 16,Owinner,O
Sentence: 16,Befined,O
Sentence: 16,SuAouer,O
Sentence: 16,Oe,O
Sentence: 16,VITAD,B-BRAND
Sentence: 16,Cnteies,O
Sentence: 16,Omega,O
Sentence: 16,6,O
Sentence: 16,iternia,O
Sentence: 16,E,O
Sentence: 16,Pturs,O
Sentence: 16,Doet,O
Sentence: 16,ow,O
Sentence: 16,e,O
Sentence: 16,Conartof,O
Sentence: 16,the,O
Sentence: 16,Pad,O
Sentence: 16,"70,0",O
Sentence: 16,l,O
Sentence: 16,KB,O
Sentence: 16,/,O
Sentence: 16,S,O
Sentence: 16,25,O
Sentence: 17,Amal,B-BRAND
Sentence: 17,(,O
Sentence: 17,Amul,O
Sentence: 17,SPOON,O
Sentence: 17,Vnced,O
Sentence: 17,DAY,O
Sentence: 17,Pure,B-PRODUCT
Sentence: 17,Ghee,I-PRODUCT
Sentence: 17,105,O
Sentence: 17,KB,O
Sentence: 17,/,O
Sentence: 17,S,O
Sentence: 17,Amul,O
Sentence: 17,Gheeismadz,O
Sentence: 17,granue,O
Sentence: 17,de,O
Sentence: 17,25,O
Sentence: 18,COW,B-PRODUCT
Sentence: 18,CHEE,I-PRODUCT
Sentence: 18,TM,O
Sentence: 18,(,O
Sentence: 18,Heritage,B-BRAND
Sentence: 18,),O
Sentence: 18,HEALTH,O
Sentence: 18,AND,O
Sentence: 18,MAPPINESs,O
Sentence: 18,62.0,O
Sentence: 18,KB,O
Sentence: 18,/,O
Sentence: 18,S,O
Sentence: 18,(,O
Sentence: 18,30,O
Sentence: 18,),O
Sentence: 18,SRITA,O
Sentence: 18,COW,O
Sentence: 18,GHEE,O
Sentence: 18,25,O
Sentence: 19,Farmley,B-BRAND
Sentence: 19,PANCHMEVA,O
Sentence: 19,STING,O
Sentence: 19,BLACK,B-PRODUCT
Sentence: 19,RAISINS,I-PRODUCT
Sentence: 19,|,O
Sentence: 19,GREEN,O
Sentence: 19,RAISINS,O
Sentence: 19,ALMONDS,O
Sentence: 19,|,O
Sentence: 19,CASHEWS|,O
Sentence: 19,DICED,O
Sentence: 19,DATES,O
Sentence: 19,A,O
Sentence: 19,CURATED,O
Sentence: 19,MIX,O
Sentence: 19,OF,O
Sentence: 19,HEALTH,O
Sentence: 19,&,O
Sentence: 19,TASTE,O
Sentence: 19,15,O
Sentence: 19,%,O
Sentence: 19,PROTEIN,O
Sentence: 19,CONTENT,O
Sentence: 19,85.0,O
Sentence: 19,Ye25,O
Sentence: 19,KB,O
Sentence: 19,/,O
Sentence: 19,S,O
Sentence: 20,Maggi,B-BRAND
Sentence: 20,SEASONING,B-PRODUCT
Sentence: 20,TRULY,O
Sentence: 20,GOOD,O
Sentence: 20,Aromatic,O
Sentence: 20,Roasted,O
Sentence: 20,Spices,O
Sentence: 20,AUTHENTIcITY,O
Sentence: 20,ODINE,O
Sentence: 20,.,O
Sentence: 20,IRONVITAMIN,O
Sentence: 20,A,O
Sentence: 20,Masala,O
Sentence: 20,7.00,O
Sentence: 20,Ye,O
Sentence: 20,l,O
Sentence: 20,25,O
Sentence: 20,KB,O
Sentence: 20,/,O
Sentence: 20,S,O
Sentence: 20,2Pcs,O
Sentence: 20,1ofGuidelni,O
Sentence: 20,(,O
Sentence: 20,72,O
Sentence: 20,g,O
Sentence: 20,),O
Sentence: 20,lfa,O
Sentence: 20,serve,O
Sentence: 20,^is2,O
Sentence: 20,g.,O
Sentence: 20,(,O
Sentence: 20,cooke,B-PRODUCT
Sentence: 20,Fineiictions,O
Sentence: 20,Sun,B-BRAND
Sentence: 20,DAnurts,I-BRAND
Sentence: 20,ef,O
Sentence: 20,an,O
Sentence: 20,m0o,O
Sentence: 20,kcal,O
Sentence: 20,Find,O
Sentence: 20,out,O
Sentence: 20,more,O
Sentence: 21,DAILY,B-BRAND
Sentence: 21,GO0DNESS,I-BRAND
Sentence: 21,",",O
Sentence: 21,BAKED,O
Sentence: 21,PERFECT,O
Sentence: 21,.,O
Sentence: 21,RBakera,O
Sentence: 21,Den,O
Sentence: 21,CHOCOLATE,B-PRODUCT
Sentence: 21,ALMOND,I-PRODUCT
Sentence: 21,CAKE,I-PRODUCT
Sentence: 21,93.0,O
Sentence: 21,Ye25,O
Sentence: 21,),O
Sentence: 21,HANDMADE,O
Sentence: 21,WITH,O
Sentence: 21,KB,O
Sentence: 21,/,O
Sentence: 21,S,O
Sentence: 21,DUTCH,O
Sentence: 21,COCOA,O
Sentence: 21,AND,O
Sentence: 21,ALMOND,O
Sentence: 21,FLAKES,B-PRODUCT
Sentence: 21,&,I-PRODUCT
Sentence: 21,INCREDIBLY(MOISD,I-PRODUCT
Sentence: 21,LIGHT,O
Sentence: 21,",",O
Sentence: 21,&,O
Sentence: 21,DELICIOUS,O
Sentence: 21,!,O
Sentence: 21,4,O
Sentence: 21,*,O
Sentence: 21,HONEST,O
Sentence: 21,DOUCH%,O
Sentence: 21,ZERO,O
Sentence: 21,TRANS,O
Sentence: 21,FAT,O
Sentence: 21,CRBONuS2,O
Sentence: 21,LONE,O
Sentence: 22,Contains,O
Sentence: 22,Eg,O
Sentence: 22,:,O
Sentence: 22,KE,O
Sentence: 22,GDogaL1Sics,O
Sentence: 22,BRITANNIA,B-PRODUCT
Sentence: 22,Goboles,O
Sentence: 22,fruity,O
Sentence: 22,fun,O
Sentence: 22,6.00,O
Sentence: 22,Ye,O
Sentence: 22,25,O
Sentence: 22,),O
Sentence: 22,KB,O
Sentence: 22,/,O
Sentence: 22,S,O
Sentence: 23,LOTTE,B-BRAND
Sentence: 23,with,O
Sentence: 23,Rich,O
Sentence: 23,Marshmallow,O
Sentence: 23,Premium,O
Sentence: 23,Quality,O
Sentence: 23,Lotte,O
Sentence: 23,Choco,B-PRODUCT
Sentence: 23,Pie,I-PRODUCT
Sentence: 23,ORIGINAL,O
Sentence: 23,100,O
Sentence: 23,%,O
Sentence: 23,VEGETARIAN,O
Sentence: 23,Together,O
Sentence: 23,Forever,O
Sentence: 23,Season,O
Sentence: 23,'s,O
Sentence: 23,Greetings,O
Sentence: 23,INDIA,O
Sentence: 23,'S,O
Sentence: 23,18.0,O
Sentence: 23,Ne,O
Sentence: 23,25,O
Sentence: 23,KB,O
Sentence: 23,/,O
Sentence: 23,S,O
Sentence: 23,No,O
Sentence: 23,.,O
Sentence: 23,I,O
Sentence: 23,CHOCO,B-PRODUCT
Sentence: 23,PIE,I-PRODUCT
Sentence: 23,X18,O
Sentence: 24,BRITANNIA,B-BRAND
Sentence: 24,Little,B-PRODUCT
Sentence: 24,Nearts,I-PRODUCT
Sentence: 24,Aaoo.5,O
Sentence: 24,icts,O
Sentence: 24,BISCUITS,O
Sentence: 24,ZERO,O
Sentence: 24,Trans,O
Sentence: 24,Fat,O
Sentence: 24,14.0,O
Sentence: 24,Ye,O
Sentence: 24,24,O
Sentence: 24,KB,O
Sentence: 24,/,O
Sentence: 24,S,O
Sentence: 24,ASSIC,O
Sentence: 24,CRUNC,O
Sentence: 24,TEAR,O
Sentence: 24,HERE,O
Sentence: 25,6,O
Sentence: 25,Tea,O
Sentence: 25,16,O
Sentence: 25,%,O
Sentence: 25,OFF,O
Sentence: 25,Red,B-BRAND
Sentence: 25,Label,I-BRAND
Sentence: 25,Tea,B-PRODUCT
Sentence: 25,1,O
